GENE,ENVISION
COLGALT2,0.886456
PTPRN2,0.855075
TSSK1B,0.947888
RPAP2,0.824352
PLK3,0.799633
HSPG2,0.733444
USP4,0.967150
SSH3,0.825282
MARCH7,0.790467
CNDP2,0.838303
SHPRH,0.851337
GAD1,0.994680
POLH,0.935381
PPP1R3A,0.960596
DHRS9,0.975459
NT5C3A,0.817723
ECH1,0.977403
TTN,0.609602
KMT2C,0.824927
LIPE,0.865624
TRHDE,0.825411
MYLK2,0.968972
SLC24A2,0.769878
PLA2G2E,0.802234
PAPD7,0.960995
SLC27A3,0.911226
DUSP12,0.991908
ADCY4,0.552189
CHST12,0.910949
SLC17A6,0.966746
ACOX1,0.943903
PMVK,0.753821
USP9X,0.862469
CINP,0.998749
MYO5B,0.862716
PTPRK,0.925126
AGPAT9,0.846335
PADI4,0.983821
