GENE,ENVISION
UBE2Q2,0.852155
NDST4,0.784873
POLE,0.946407
SLC25A37,0.973109
NTRK3,0.982955
FUK,1.000340
NCOA6,0.975240
UROC1,0.984995
PDE1C,0.937024
PDE3A,0.856488
CDK15,0.727996
LPCAT4,0.921575
TTN,0.244136
ABCD2,0.944717
ACSS1,0.949566
NUDT12,0.735261
HERC3,0.920843
CHST12,0.777580
EPHA10,0.792664
USP34,0.855073
SUV420H1,0.948698
RIPK3,0.781560
ADCY4,0.787091
USP38,0.910090
SLC20A1,0.962954
TLK2,0.833759
SLC17A4,0.763968
SLCO1B3,0.851366
RHAG,1.016100
HECW2,0.993198
RDH13,0.874511
DHRS2,0.590258
