GENE,ENVISION
SLC4A10,0.834708
PTK2,0.939743
SLC6A7,0.911681
BIRC6,0.997043
FRMPD2,0.972610
UGT2A3,0.819508
LPPR4,0.992846
POLR3C,0.867375
SLC4A8,0.757987
SMG1,1.006670
GRHL1,0.810235
ASAH2,0.776185
NEDD4L,0.709904
PDE1C,0.918702
STYXL1,0.860337
ASPH,0.835295
CERCAM,0.848162
ROR2,0.855838
GLT8D1,0.900761
FANCL,0.972032
PIP4K2C,0.973786
FMO2,0.930208
TRHDE,0.855398
CAMK2B,0.415818
HERC1,0.789861
TPH2,0.800383
PADI2,0.918651
SLC26A7,0.888883
ALG10,1.020190
ST6GALNAC5,0.951022
SLC27A6,0.823881
USP34,0.634538
PDE10A,0.822127
TYRO3,0.766044
SLCO1C1,0.858322
TPTE2,0.999584
SLC3A1,0.910513
STK31,0.759320
UGT2B28,0.987207
CCBL2,0.973466
