GENE,ENVISION
SPHK1,0.949133
TGM7,0.983437
UGT3A2,0.855565
HUWE1,0.930520
SLC2A12,0.964815
ATR,0.989926
GCDH,0.599481
PLXNB3,0.850625
NHLRC1,1.017730
PPP1R3A,1.007930
TKTL2,0.811110
GK2,0.917005
NEK8,0.975712
CDK15,0.856258
VARS2,0.837318
TTN,0.810780
CDC42BPB,0.867984
PRKG2,1.066160
PJA1,0.808255
ZCCHC6,0.979122
SPTLC3,0.929435
CPT1B,1.030310
LRSAM1,1.081760
MAT2B,0.867654
PARP4,0.905149
STRA6,0.869592
SLC24A4,0.987889
UPRT,0.920263
PIGS,0.857298
MIA3,0.953424
FRMPD2,0.942583
USP31,0.907436
ALG13,0.855356
ROR2,1.015720
LRP1,0.854838
PTPRS,0.777772
PARP12,0.968315
ELOVL3,0.726904
MYBBP1A,0.936717
HAO1,0.855516
PPIE,0.896000
CREBBP,0.810694
NRF1,0.868111
