GENE,ENVISION
AOX1,0.752031
B4GALNT2,0.982878
G6PC2,0.769387
MAPK15,0.985113
MAP2K1,0.967732
GUCY2D,0.824417
AKR1C1,0.942490
DUSP27,0.828611
NCOA3,0.820263
PANK3,0.841163
USP40,0.786853
NEK8,0.980115
DGKD,0.990283
DAGLA,0.937680
ADCY4,1.020820
ART5,0.790796
TICRR,0.780095
ERBB4,0.884078
XYLT1,0.923656
MGAT2,0.768083
SSH2,0.946264
SLC26A8,1.036310
SLC26A9,0.949018
PLA2G4F,0.974057
PBK,0.868842
RIOK2,0.865228
RIOK1,0.828068
PTPRR,0.753821
SLC17A4,0.927572
PTGES2,0.787373
ATP6V0A4,0.980432
STK31,0.855075
KAT6B,0.991320
PTPRK,0.981401
