GENE,ENVISION
PCK2,0.844813
PPP2R3A,0.832891
FKBP7,0.909875
UGP2,0.859840
SLC28A3,0.884571
CYP4F11,1.092310
CAMK4,0.993159
WHSC1L1,0.782895
SLC12A6,0.833927
B3GALTL,0.868267
ABHD5,0.807889
SETDB1,0.924875
PRKAG2,0.924883
B3GALT1,0.908737
CAMK2D,0.970278
GALNT15,0.895425
SSH2,0.855098
SETD2,0.873306
USP36,0.997988
STK17A,0.797961
DHODH,0.917366
MST1R,0.666962
KAT5,0.918970
ANGPTL4,0.988322
BMPR2,0.915272
MTRR,0.858962
PAK7,0.981621
ALG9,0.858410
SLC7A8,0.977372
DUOX2,0.944900
CPT1C,0.967495
NOX3,0.850438
SLC29A4,0.773036
ACSBG1,0.947436
TST,0.936942
ICT1,0.883819
USP44,0.962768
PNPLA3,1.018090
TIAM2,0.743524
ATP1A4,0.788184
PJA1,0.921023
TRPM7,0.892189
CYP4Z1,0.916901
PARP4,0.884098
PDP1,0.857831
HERC3,0.887554
DDO,0.790328
SBK1,0.805750
GALNT2,0.612770
STK32B,0.861416
KDSR,0.877591
MOGS,1.011650
DDR1,1.008920
MOK,0.760521
POLE3,0.804014
HECW1,0.901254
STK36,0.743605
NSD1,0.555101
SLC22A9,0.817728
CREBBP,0.836997
PI4KB,0.912274
RALBP1,0.877017
EPHA7,0.983863
CARS2,0.920669
PLCE1,0.864548
ADCY10,0.957099
RPS6KB2,1.020370
EHMT1,1.019719
CYP1B1,1.009300
CTPS2,0.876279
PDE3A,0.909285
CERCAM,0.743173
MARS2,0.874148
PDE3B,0.823709
AMDHD1,1.005920
BCO1,0.901624
DPM3,0.883675
ART3,0.970016
DAGLB,1.018700
ART4,0.918648
RPS6KA1,0.738100
PLCL2,0.883973
MAST1,0.769810
PHLPP2,0.924046
LRP2,0.943130
CSNK1A1L,0.503444
LRP1,0.721393
GALNT12,0.868735
B3GALNT2,0.750223
ACOX1,0.915185
AGPAT4,0.891391
ABCA3,0.984026
COLGALT2,0.878624
SLC3A1,1.003100
ACVR1,0.679021
B4GALNT2,0.984955
USP4,0.663377
ASH1L,0.873994
GAL3ST4,0.975501
PAN2,0.752730
LOXL2,0.914934
LPIN2,0.780046
LPIN3,0.866515
CDK13,0.913045
PFKP,0.870258
RPE,0.816927
NT5C1B,0.805776
ZCCHC6,0.907462
KMT2A,0.801624
PEAK1,0.832399
PTGIS,0.783117
PADI1,0.876464
PADI2,0.823652
FPGS,0.905321
PADI4,0.763936
PLA2G4F,0.778219
PFKFB4,0.761760
SPRYD3,0.860910
RDH11,0.941983
FAR2,0.940956
KAT6A,0.856767
PTPRK,0.774759
