GENE,ENVISION
AOX1,0.867258
PRODH2,0.993426
ACVR1C,0.825053
UGT3A2,1.010020
UGT3A1,0.830864
CDO1,0.912070
AGXT2,1.009180
HIPK2,0.813133
DMGDH,0.835265
SLC5A9,0.826092
AMDHD1,0.856204
DUSP27,0.978938
CYP3A43,0.907267
SLC5A12,0.971871
CAMK1G,0.725524
DPYD,0.913596
PDE1B,0.860942
TKTL2,0.913594
RHBG,0.769878
CHST4,1.025820
RNF130,0.884334
ALG2,0.842550
GUCY1A3,0.918805
LPCAT2,0.719288
TTN,0.594000
SLC17A6,0.951132
IRAK4,0.783711
PLCB1,0.860718
PRKAG2,0.861718
NCOA3,0.823674
MYLK4,0.912866
MAT1A,0.713226
ILKAP,0.884754
TNNI3K,0.973521
THNSL1,0.886758
GALNT15,0.922350
PTPN13,0.849706
EIF2AK3,0.922210
STK31,0.807982
PPIP5K1,0.922093
HECW2,0.853689
MYO5B,0.972265
OLAH,0.943248
