GENE,ENVISION
UBE3A,0.973225
SLC7A6,0.832054
PPP2R3A,0.774626
CARS2,0.922972
RARS2,0.777995
USP29,0.944934
USP28,0.949648
POLN,0.842749
USP21,0.993686
NCOA2,0.957352
PLXNB3,0.895364
SMURF2,0.881066
GNE,0.987741
HKDC1,0.977273
PLOD1,1.007580
PDE3A,0.856080
PLA2G7,0.804505
SIAE,0.982870
SLC35A1,0.786503
CYP39A1,1.015380
FMO2,0.830867
SLC52A1,1.001800
ST3GAL6,0.895987
BARD1,0.966153
SLCO2A1,0.834221
TXN2,0.923259
EP300,0.789320
GALNT1,0.902574
UBR4,0.766904
L2HGDH,0.963318
TBL1XR1,0.982907
UBE2O,0.871299
ROCK1,0.627086
ST8SIA1,0.901118
CDK3,0.832417
ABCC2,0.960431
