GENE,ENVISION
SGK223,0.895586
BIRC6,0.905495
HUWE1,0.782862
MAT1A,0.556919
PRKDC,0.918280
SLC27A5,0.894910
POLR1B,0.970891
PPA2,0.830775
ADPGK,1.030700
PDE3A,1.008750
UPB1,0.877753
POLL,0.979170
USP21,1.021450
TOPORS,0.839463
CERS5,0.983217
ACVR1C,0.542757
NEDD4L,0.842193
USP45,0.828480
CYP46A1,0.975828
CPA6,0.769498
WHSC1L1,0.809795
PFKP,0.786678
SLC12A1,0.856947
TTN,0.783276
DUSP7,0.825703
SLC8A2,0.960730
SETDB1,0.857133
DGKD,0.948557
ABCB6,0.853589
MAN2C1,0.928122
PIKFYVE,0.878994
PARP4,0.969645
ACSM2A,0.978235
ETFDH,0.936241
MOGAT3,0.813439
SLCO2A1,0.974555
HEPH,0.851330
CNDP1,0.570057
PTPRS,0.843863
PLD3,0.967981
RPS6KC1,0.899355
MYLK,0.859304
MSRA,0.960456
HKDC1,0.930639
HS6ST3,0.851026
PDE4C,0.869449
RNF123,0.798027
DYRK4,0.978504
