GENE,ENVISION
MYO3A,0.816453
HSD17B12,0.857157
MYO3B,0.855516
SLC7A6,0.814173
PLB1,1.072830
KAT2B,0.929156
PRKDC,0.948376
TNIK,0.918454
PLCE1,0.950520
SLC5A5,0.845543
PLIN4,1.000710
CYP4F3,1.019070
SQLE,0.948376
PPP1R3A,0.920028
DPYD,0.956487
CHIT1,0.804977
USP42,0.956800
PLA2G7,0.601160
PIK3R3,0.811771
TTN,0.731031
ZSWIM2,1.007180
PRKG2,1.040000
RNF152,0.824536
MAPK6,0.953725
DUOX2,0.907295
EXTL1,0.742095
PPP2R2B,0.888440
HELZ2,0.969792
PADI6,0.980740
SLC15A3,0.835439
LRP1,0.834580
CREBBP,0.918903
NEU4,0.970172
OLAH,0.765099
AGPAT9,0.965559
NRF1,0.852901
