GENE,ENVISION
TSSK6,0.943882
HS3ST5,0.699507
ACVR1,0.633637
B4GALNT1,0.829013
AMPD3,1.010710
HSPG2,0.902267
MGLL,0.855516
USP9X,0.709179
ROCK1,0.973086
MARCH4,0.950024
POLE,0.913005
PINK1,0.924180
POLM,0.818914
SHPRH,0.988152
ACAD10,0.879342
DUSP27,0.853166
MINK1,0.833722
CERS4,0.886705
FKBP8,0.942491
ACSM3,0.819623
TTN,0.920784
MTMR7,0.843373
TRPM6,0.781415
TNKS2,0.766123
PTPRN2,1.069280
LARS,0.770409
ULK4,0.867205
WNK3,0.788362
PDP1,0.861416
CES3,0.971221
SLC26A6,0.752262
ATP2B3,0.860622
CHST2,0.973122
TAOK3,0.976951
SLC41A1,0.817769
PTPRU,0.927697
PTPRS,0.990089
ADCY1,0.843946
INPP5J,0.815467
MYLK,0.826272
CAMKK2,0.972937
ABCC8,0.901486
STK35,0.855516
HECW2,0.861416
HS6ST3,0.970093
KAT6B,0.933985
PAK7,0.998372
PXDN,0.915358
