GENE,ENVISION
HUWE1,0.867907
DHCR7,0.985558
PGLYRP3,0.936697
DUSP21,1.061470
WNK3,0.988882
EHMT1,0.974273
SETD2,0.853322
XPO6,0.858410
PDE1B,0.767475
MASTL,0.924005
CAMK4,0.879295
PIK3C3,0.839152
SLC6A18,0.850023
TTN,0.592583
MARK2,0.985133
TRMT1,0.919240
IRAK3,0.929084
ACOT13,0.973724
SPTLC3,0.916284
VRK3,1.032690
PARP4,0.853806
UBE3C,0.959722
GALNT8,0.843292
MIA3,0.818063
PRKDC,0.898159
SLC43A2,0.828894
SLC39A7,0.863035
PTGES2,0.903069
MAP3K11,0.953873
ACAD9,1.094360
STK38,1.077420
CINP,0.917570
