GENE,ENVISION
PGAP1,0.898230
MYO3A,0.760521
SLC7A8,0.965961
SLC7A7,0.953372
EP300,0.802046
UGT3A1,1.069390
PRKDC,0.912675
CHIA,0.898250
PAPOLG,0.852598
NEK8,0.820199
PDE3B,0.755805
PLCH1,0.911104
TTN,0.866472
ABCD2,0.826998
HEXDC,0.769387
B4GALT7,0.938780
ASH1L,0.720732
HSPG2,0.967914
TRHDE,0.711191
MYLK4,0.977732
ACSF3,0.975492
PIGL,0.985731
HERC1,0.923420
PIGV,0.976495
PRKCQ,0.863673
USP33,0.709904
SUV420H1,0.730241
LRP2,0.920296
UBE2O,0.769635
SLC8A2,1.001000
SLC8B1,0.830781
FAM65A,0.750145
PPIP5K1,0.950407
DGKD,0.944608
PDE4C,0.900492
