GENE,ENVISION
MYO3A,0.797456
OTUD5,0.861535
UGT2A3,0.923885
MAP2K1,0.866694
PRKDC,0.853562
POLR1B,0.982702
USP29,0.856204
POLL,0.857373
RNF31,0.953319
GCNT4,0.899081
USP33,0.856204
CDKL4,0.926072
TTN,0.725880
STRA6,0.970297
NNT,0.754599
PARP8,0.844934
LRSAM1,0.862475
LDHAL6B,0.783936
TRMT1,1.001500
ACSM2A,0.705436
USP13,0.856106
HELZ2,0.932582
SLC1A5,0.953433
USP31,0.767475
PIGZ,0.944378
CYP4X1,1.020580
UBR4,0.753773
GALNT12,1.020870
GANC,0.971711
ALDH1L2,1.012870
ROCK1,0.880565
MST1R,0.976432
MKRN3,0.967904
ABCA4,0.898492
EIF2AK4,0.906897
AATK,1.063810
CHPF,0.999344
