GENE,ENVISION
AOC3,0.772500
KCNJ8,0.786678
RFWD2,0.839768
B4GALNT1,0.863697
MAT1A,0.900900
MIOX,0.939129
B3GAT2,0.886696
POLM,0.821479
HS3ST2,0.979198
IARS2,0.777995
DUSP16,0.803979
STYXL1,0.781560
TTN,0.750770
TECRL,0.960108
GGTLC1,0.885308
PLCB4,0.746665
UXS1,0.679126
MYLK2,1.016950
B3GNT6,0.966377
PADI2,0.933531
SSH3,0.757477
PADI6,0.998652
ATP2B2,0.896528
LRP2,0.616023
GALNT15,0.835491
SLC17A8,1.016700
ITK,0.861104
ADCY2,0.790234
SLC22A16,0.748932
EIF2AK3,0.725590
RPS6KC1,0.810928
SLC22A6,0.931606
ABCC8,1.041430
SPEG,0.839965
