GENE,ENVISION
HSD17B10,0.511126
SGK223,1.009570
MPC1,0.837298
SLC2A12,0.710695
MBOAT1,0.799311
LPPR4,0.994393
MINK1,0.833722
IARS2,0.988752
SMG1,0.767682
EARS2,0.954591
USP45,0.787432
WHSC1L1,0.706160
PKN1,0.808284
PIK3R5,0.922233
TTN,0.821224
CDC42BPB,0.737400
GLYAT,0.710431
DGKD,0.918887
SLC35C1,0.932813
KMT2C,0.877608
ACSS3,0.850607
PKN2,0.822766
XYLT1,1.020000
NSD1,0.787046
PLA2G2C,0.775726
SSH2,0.767155
PLCD3,0.909922
NCOA6,0.859429
USP32,0.913912
RNF19A,0.990745
MST1R,0.976913
ABCC8,0.937815
ATP6V0A1,1.016150
POMT1,0.742154
PRKD1,0.980634
