GENE,ENVISION
MARCH10,0.975237
TMX3,0.776659
ACVR2B,0.852540
SLC29A4,0.919397
SLC29A2,0.784878
ADCY10,0.873586
SLC5A5,0.981809
SLC4A8,0.917079
POLH,0.975964
OGDH,0.867317
EHMT2,0.859427
TBK1,0.936943
NEK1,0.977625
RNF130,0.860577
MARK1,0.827569
SETDB1,0.846512
TTN,0.901231
ASH1L,0.858006
SLC38A2,0.872448
PLCL2,0.877781
IARS2,0.978439
WNK4,0.942724
MAST1,1.006320
MAST2,0.856204
MERTK,0.916861
SLC26A8,0.888071
SLC2A9,0.794710
PTPN13,0.767475
CDS1,0.775689
RBBP6,0.876619
SLC22A6,0.750338
DYRK4,0.967186
