GENE,ENVISION
TSSK1B,0.907840
ABAT,0.788593
PLCB1,1.005950
KAT2A,0.850537
NOX5,0.818211
ADCY10,0.821602
PPWD1,0.977097
POLM,0.806597
GAL3ST2,0.836629
SLC9A4,0.985077
SLC12A5,0.825711
SHPK,0.811674
PPP1R3A,0.939475
MAP3K11,0.801446
PDE1C,0.971906
FASTK,0.974084
TTN,0.569319
DGKB,0.977973
PNPLA8,0.809520
MARK1,0.821010
SIRT2,0.857157
PLCB2,0.816968
ERBB4,0.944298
ACSM2B,0.958527
PIGW,0.811304
ROR2,0.930829
LPIN3,0.865026
LRP2,0.786853
ALK,0.908948
GLYCTK,0.921927
KL,1.014920
HKDC1,0.857157
HECW1,0.753821
MGAT4C,0.902523
RNF216,0.852422
PTPRJ,0.786164
