GENE,ENVISION
SLC4A10,0.862726
PPA1,0.809492
SGK3,0.861416
UHRF1,0.898063
WWP1,1.005660
DYRK2,0.873699
MASTL,0.973125
CROT,0.997778
FLAD1,0.849706
GBGT1,0.795911
AACS,0.975477
SLC29A4,0.980652
PLCE1,0.974943
MAPK11,0.545125
SLC5A6,0.884518
MYO5B,0.923537
MOXD1,0.789870
GUCY2D,0.766220
ACAD10,0.993508
POLK,0.972135
MARCH8,0.905632
USP21,0.966602
EHMT1,0.956964
SHPRH,0.718075
MTHFD2L,1.005900
VRK3,0.827013
DHRS9,0.926269
UBE3B,0.781677
SETD5,0.916383
WARS2,0.972589
UHMK1,0.877550
MARS2,0.942601
PHKB,0.835163
SLC12A4,0.823211
SLC12A7,0.989195
ELOVL5,0.814355
PIK3R3,0.538257
TTN,0.776182
USP15,0.988706
HMGCLL1,0.937072
PAPL,0.875180
TAOK2,0.919435
DUSP7,0.825402
ERN2,0.979225
ABCA3,0.984945
FMO2,0.922221
KMT2B,0.850129
PHYKPL,0.960548
SLC38A1,0.923503
ULK4,0.971922
PIGG,0.834954
STRA6,0.932794
SLC24A4,0.770409
TRMT1,0.919535
SLC24A2,0.825278
HERC1,0.930946
PPARA,0.772449
MANSC1,0.888745
SLK,0.813040
UBR2,0.789867
ACOT4,0.929097
ABHD6,0.948608
SUV420H1,0.912459
TESK2,0.794280
RNF19A,0.835216
CHST11,0.786069
LRP1,0.607333
INPP5D,0.911495
UBE2O,0.869516
ANGPTL4,0.763644
PIK3R5,0.786853
ATP6V1E2,0.907645
SLC35B2,0.782131
CINP,0.766875
FAR2,0.919350
NOX5,0.822867
PDE4C,0.863630
ABCC2,1.024520
