GENE,ENVISION
SLC6A3,0.806611
UBE2Q2,0.841712
PARS2,0.999471
PRKAG2,0.852108
AGXT2,1.006230
CYP4F8,0.945722
POLR3C,0.875908
USP24,0.808468
PPP1R3A,0.952069
HKDC1,0.781209
TUSC3,0.704242
ZSWIM2,0.756619
CDC42BPA,0.642124
SLC38A1,0.944355
SLC2A13,0.754599
CAMK2B,0.601703
CSNK1G2,0.667327
USP31,0.754599
CHSY1,0.984739
USP36,0.776271
UBR4,0.566983
SLC41A1,0.974116
INPP5D,0.813133
MYLK,0.873549
HSD17B12,0.856007
LMTK3,0.868872
DCLK2,0.754599
GPLD1,0.968549
SLC29A3,0.924638
PGS1,0.881339
SLC9A5,0.806563
CHD9,0.923339
UBE3A,0.763198
B3GNTL1,0.989361
SLC4A8,0.783154
TTN,0.411338
TRPM6,0.959780
TRPM7,0.858596
CHST8,0.978927
GALNT8,0.859683
GALNT5,0.976579
CHST5,0.817832
TYRO3,0.790467
RPS6KA2,0.824902
SLC22A7,0.947586
HS6ST2,0.902311
POMT2,0.953893
EARS2,0.777880
CLYBL,0.876943
UGT2A3,0.779905
SLC2A12,0.769878
PRKDC,0.779583
SLC4A4,0.888746
TP53RK,0.802658
GAD1,0.920087
NCOA2,0.813133
PDE3A,0.862751
SLC6A18,0.740622
MGAT5B,0.771642
MAPK6,0.882027
UGGT2,0.790322
SH3RF2,0.981812
MVK,0.896361
SRPK2,0.777772
ITK,1.008330
PIP5K1A,0.754599
ABCA4,0.852569
POLA2,0.786853
MAP4K3,0.775901
B4GALNT2,0.955487
MGLL,0.915995
PGLYRP2,0.797350
RIPK3,0.922344
ASAH2,0.732887
NPAS2,0.552486
PFKP,0.769810
DGKB,0.742079
ACOT12,0.958328
EYA1,0.969868
ICK,0.943172
GALNT13,0.719039
TPH2,0.813133
PLB1,0.752031
HGD,0.893105
CHST11,0.962107
SLC20A1,1.030220
GPIHBP1,0.892441
PON3,0.940017
FUT5,0.865085
MAP3K14,0.865656
PTPRO,0.876502
FUT9,0.905140
PTPRH,0.999623
