GENE,ENVISION
CYB5R2,0.981610
RALBP1,0.877255
SLC7A9,1.012440
RPE65,0.796467
RARS2,0.749753
USP26,0.875169
PDE11A,0.900419
PIN1,0.775733
PAN2,0.870757
LPIN2,0.986820
HIF1AN,0.921828
USP36,0.977724
TECR,0.784492
UHRF1,0.816066
TTN,0.856204
SLC6A13,0.802407
GBA2,0.990437
RNF19A,0.828007
MTMR3,0.839743
HAS1,0.813826
SLC9A5,0.993593
PIGK,0.979437
HERC1,0.918849
FRMPD2,0.939219
GALM,0.846650
CHST4,1.011120
IP6K1,0.932248
SLCO1C1,0.820824
LRP2,0.928661
L2HGDH,1.008790
DZIP3,0.818583
SLC2A8,0.855075
TSTA3,0.917246
PARP14,0.916727
METTL3,0.840022
AK7,0.870968
AGPAT3,0.883542
RDH13,0.811252
PAK2,0.710264
