GENE,ENVISION
SARS2,0.953768
SLC4A10,0.764047
FKBP10,0.918051
SLC7A9,1.014140
HSPG2,0.991253
DHCR7,1.011380
HIPK1,0.870763
PPWD1,0.904572
PDE3B,0.950932
UHRF1,0.843874
LOXL2,0.719288
PPP1R3C,0.933652
UBLCP1,0.899721
ASAH2,0.769342
DHRS9,0.850772
NAGK,0.866123
DPYS,0.672585
ZC3HAV1,0.816000
UBR4,0.825069
MTMR2,0.820105
TTN,0.673282
ITPK1,0.910864
PLCB1,0.860577
PLCB4,0.869045
MGAT5,0.828159
PDE10A,0.764378
TESK2,0.786557
USP37,0.877746
TAOK2,0.858722
PMPCA,0.941414
TLK2,0.876316
ACAD8,0.727911
LPCAT3,0.826550
UCKL1,0.940240
EBP,0.957245
NSD1,0.825000
RNF2,0.542971
NPC1L1,0.976924
