GENE,ENVISION
MYO3A,0.822577
PEAK1,0.755393
SLC2A12,0.787877
MKRN3,0.967904
NOX5,0.824928
POLN,0.864734
SHPRH,0.788952
SLC4A8,0.899862
SMG1,0.978176
PDE1C,0.852418
CYP46A1,0.925892
ACSM5,0.756684
TTN,0.659785
GBE1,0.752934
CPT1C,0.768467
PLCB4,0.769009
PIGG,0.818319
SLC13A1,0.919660
PARP6,0.869045
ACSM2A,1.010250
BCO1,0.803652
PRKCQ,0.889206
USP31,0.850294
ADSSL1,0.766044
SETD5,0.757865
SUV420H2,0.972477
PTPN13,0.928161
SLC22A10,0.866952
SARDH,0.876952
HECW1,0.828894
DHDH,0.874743
SLC22A9,0.969077
