GENE,ENVISION
BIRC6,0.884139
LATS2,0.836245
MBOAT1,0.777880
SFXN3,0.737121
DUSP27,0.948857
NCOA2,0.813492
B3GNT6,0.868394
LPIN2,0.975532
SLC9A2,0.839841
A4GNT,1.003390
CHIT1,0.802074
PLOD1,0.865690
MASTL,0.910026
FUT5,1.016570
GALNT8,0.864937
DOT1L,0.919510
SETDB2,0.887405
SIRT3,0.854535
CHST11,0.840945
ST3GAL1,0.654731
EXT2,0.811995
YARS2,0.824596
MYLIP,0.988208
AGMAT,0.769810
ALG14,0.905145
ABCC11,0.956151
STK32C,0.846468
ROCK1,0.793959
STK38L,0.832583
ELOVL4,0.916859
PPP3CA,0.821064
ECHDC2,0.993705
