GENE,ENVISION
SLC6A7,0.791642
USP29,0.900395
SGK223,0.996102
WWP1,0.754599
UGT2A3,0.843736
CTDP1,0.962166
SPRYD3,0.813133
PPA2,0.847185
ABAT,0.887748
UPB1,0.943801
GK2,0.786086
USP41,0.847749
PLA2G7,0.954835
SLC12A7,0.867057
STK24,0.913053
TTN,0.379789
PLCB1,0.929047
ST3GAL1,0.565563
WNK2,0.982017
PKN3,1.057460
SLC7A9,0.976840
CHST8,0.978927
STK4,0.891073
MERTK,0.769387
PLB1,0.864136
TNNI3K,0.861416
SLC27A3,0.926582
LARS,0.893449
STK32B,0.860942
LRP1,0.920560
ALK,0.798146
TPTE2,0.865550
MYLK,0.853367
MLK4,0.781415
KL,0.977497
RHAG,0.903398
OXCT2,0.895643
GLT6D1,1.015860
PDE4C,0.734959
PXDN,0.843373
POLR1E,0.915038
