GENE,ENVISION
RNF14,0.878884
PAPL,1.006970
TGM3,0.565684
PAK7,0.597776
NCOA6,0.844537
UGT3A2,0.982228
SLC7A7,0.930282
ATM,0.896708
FTMT,0.516641
MIB1,0.810954
P4HA3,0.861518
MKRN3,0.811543
LPPR4,0.942431
SLC29A3,0.863462
PPAPDC1A,0.868111
ENGASE,0.828623
GAL3ST1,0.886301
HIRIP3,0.903730
SLC4A9,0.768776
GAD2,0.875636
DUSP27,0.860067
SLC27A5,0.828721
MARK4,0.996897
IARS2,0.894576
NCOA1,0.885408
GCNT1,0.846913
UROC1,0.981699
ART4,0.929265
DPYD,0.412166
GK2,0.898100
NDST4,0.787462
PLCXD2,0.942876
NTRK2,1.004450
PHKB,0.999938
SLC5A12,0.915982
EPHA7,0.923137
ITPKC,0.841572
RNF5,0.864890
TTN,0.526316
ST6GALNAC1,0.974240
ACOT12,0.965585
UBR4,0.852756
EYA1,0.836151
SETDB1,0.824951
HAS2,0.930977
REG3A,0.779686
HUWE1,0.939822
DPYSL3,0.852901
NCOA3,0.848451
ACSS3,0.867662
UBE2E3,0.747768
ACSM5,0.949353
HERC1,0.921828
USP13,0.743662
MAST2,0.656767
B3GNT7,0.954569
CAMK2B,0.736118
PRKCQ,1.007540
UBR2,0.942244
ATP2B2,0.864972
SETD5,0.994636
TRPM6,0.632804
SIN3A,0.855949
GALNT3,0.873385
PLA2G15,0.804256
PTPRU,0.709904
PTPN18,0.922972
SLC17A8,0.814785
TLK2,0.874436
PISD,0.751253
TRPM7,0.861535
SLC17A6,0.860720
LPIN1,0.938919
SLC8A2,0.887162
PRKD1,0.917314
CYP27A1,1.013350
CREBBP,0.991253
MGAT4B,0.987702
NSD1,0.669828
DHDH,0.935199
PDE4B,0.956580
CHPF,0.837373
AICDA,0.981343
ABCC2,0.918281
SMG1,0.871160
