REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,1.2040485841,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,3.473286387,18.0909377673
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.9607748745,
2OXOADPTm,,
34DHOXPEGOX,2.8226049617,0.0132275017
34DHOXPEGt,,
34DHPHAMT,0.0012077276,
34DHPHEt,,
34DHPLACOX,0.1202639072,
34DHPLACOX_NADP_,0.1398880368,0.1203515
34DHXMANDACOX,0.05809559,
34DHXMANDACOX_NADP_,0.0968439658,0.082916661
34HPLFM,,
34HPPOR,1.524e-05,
35CGMPtn,,
3AIBTm,0.4970740181,0.0035465653000000003
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.00043453459999999997,
3HAO,0.0105392024,
3HBCDm,0.029837517200000004,0.025357748700000002
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,9e-10,
3HPCOAHYD,0.0248776183,
3HPPD,,
3HXKYNDCL,1.816e-07,
3HXKYNOXDA,0.0862007787,
3M4HDXPAC,0.1202639072,0.1493730311
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.1202639072,
3MOX4HOXPGALDOX_NADP_,0.17608451309999998,0.14950698
3MOXTYROX,0.0862007787,
3NTD7l,0.046451901,
3SALAASPm,,
3SALACBOXL,0.0013559407000000002,
3SALAOX,,
3SALATAi,26.4765756758,
3SALATAim,9.0611978012,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0862007787,
41R2A1H12BOOX,0.0862007787,
42A12BOOX,0.071339039,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0028110203,
4HOXPACDOX_NADP_,0.17608451309999998,0.1527476818
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.0742222088,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,1.31e-08,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,1.88e-08,
5HOXINDACTOXm,0.2810960719,
5HOXINOXDA,0.5837737059,
5HTRPDOX,0.0011058057,
5HTRPVESSEC,,
5HXKYNDCL,1.32e-08,
5HXKYNOXDA,0.0862007787,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0025895259,
A_MANASEly,0.230983023,
A4GALTc,0.0002458622,
A4GALTg,0.0007403105,
A4GNT1g,5.52e-08,
A4GNT2g,,
AACTOOR,7.64957e-05,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.008022752900000001,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0035465653000000003,0.4970740181
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.1343507564,0.0095639522
ACACT1rm,0.0043249438,
ACACT1x,0.00023864,
ACACt2m,,
ACACT4p,0.0038692678000000003,
ACACT5p,0.0038692678000000003,
ACACT6p,0.0038692678000000003,
ACACT7p,0.0038692678000000003,
ACACT8p,0.0038692678000000003,
ACACT9p,0.0038692678000000003,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
ACCOACm,8.2381e-06,
