REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,15.905007568699999,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,6.134428043400001,31.951743566599998
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.7770573005,
2OXOADPTm,,
34DHOXPEGOX,0.9664436674,0.0045290203000000005
34DHOXPEGt,,
34DHPHAMT,0.0010449697,
34DHPHEt,,
34DHPLACOX,0.0201229772,
34DHPLACOX_NADP_,0.0201043032,0.0172965688
34DHXMANDACOX,0.01972475,
34DHXMANDACOX_NADP_,0.0201028232,0.0172118
34HPLFM,,
34HPPOR,2.9386e-06,
35CGMPtn,,
3AIBTm,0.010907443700000002,7.78233e-05
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.00041395449999999997,
3HAO,0.0035372944,
3HBCDm,0.0027673541999999997,0.002351867
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,1.07e-08,
3HPCOAHYD,0.0062991542000000005,
3HPPD,,
3HXKYNDCL,2.1546e-06,
3HXKYNOXDA,0.0045826739000000005,
3M4HDXPAC,0.0201229772,0.0249936175
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.0201229772,
3MOX4HOXPGALDOX_NADP_,0.029463076,0.0250160303
3MOXTYROX,0.0045826739000000005,
3NTD7l,0.3252921887,
3SALAASPm,,
3SALACBOXL,0.0003558801,
3SALAOX,,
3SALATAi,36.7607137725,
3SALATAim,7.281718801,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0045826739000000005,
41R2A1H12BOOX,0.0045826739000000005,
42A12BOOX,0.0050232142,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0009193755999999999,
4HOXPACDOX_NADP_,0.029463076,0.0255582759
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.025648890499999997,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,1.56e-07,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,2.9435000000000003e-06,
5HOXINDACTOXm,0.08368583190000001,
5HOXINOXDA,0.0310350391,
5HTRPDOX,0.001625851,
5HTRPVESSEC,,
5HXKYNDCL,1.571e-07,
5HXKYNOXDA,0.0045826739000000005,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0021623078,
A_MANASEly,0.318391478,
A4GALTc,0.0001074405,
A4GALTg,0.0003235119,
A4GNT1g,3.9819e-06,
A4GNT2g,,
AACTOOR,0.0014712528,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,2.9209099999999998e-05,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,7.78233e-05,0.010907443700000002
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.13887110449999998,0.0098857396
ACACT1rm,0.0033638215,
ACACT1x,0.0004910687,
ACACt2m,,
ACACT4p,0.0072545961,
ACACT5p,0.0072545961,
ACACT6p,0.0072545961,
ACACT7p,0.0072545961,
ACACT8p,0.0072545961,
ACACT9p,0.0072545961,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
