REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,2.3623713225,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,3.5851014191000004,18.6733368449
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.5651156394,
2OXOADPTm,,
34DHOXPEGOX,1.9751079073,0.009255897800000001
34DHOXPEGt,,
34DHPHAMT,0.0026253374,
34DHPHEt,,
34DHPLACOX,0.034405826699999996,
34DHPLACOX_NADP_,0.0420290379,0.036159330499999996
34DHXMANDACOX,0.0307678871,
34DHXMANDACOX_NADP_,0.029134593599999998,0.0249446954
34HPLFM,,
34HPPOR,5.949e-06,
35CGMPtn,,
3AIBTm,0.0390541892,0.0002786471
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0001631787,
3HAO,0.006443127900000001,
3HBCDm,0.0050537920000000005,0.0042950218
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,3.2957e-06,
3HPCOAHYD,0.0058594584,
3HPPD,,
3HXKYNDCL,0.0006645278999999999,
3HXKYNOXDA,0.0089589579,
3M4HDXPAC,0.034405826699999996,0.0427335411
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.034405826699999996,
3MOX4HOXPGALDOX_NADP_,0.0503753236,0.042771862
3MOXTYROX,0.0089589579,
3NTD7l,0.2965530761,
3SALAASPm,,
3SALACBOXL,0.0013465873,
3SALAOX,,
3SALATAi,17.535292796700002,
3SALATAim,7.653285433400001,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0089589579,
41R2A1H12BOOX,0.0089589579,
42A12BOOX,0.0075881609999999995,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0025031813000000003,
4HOXPACDOX_NADP_,0.0503753236,0.0436989816
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.044673650999999995,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,4.81197e-05,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,1.2449999999999998e-07,
5HOXINDACTOXm,0.0984400177,
5HOXINOXDA,0.0606723529,
5HTRPDOX,0.002662165,
5HTRPVESSEC,,
5HXKYNDCL,4.8440100000000004e-05,
5HXKYNOXDA,0.0089589579,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0046409908000000005,
A_MANASEly,0.4409468388,
A4GALTc,0.0015620660999999998,
A4GALTg,0.0047035042,
A4GNT1g,2.1582e-06,
A4GNT2g,,
AACTOOR,0.0001736222,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,8.093810000000001e-05,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0002786471,0.0390541892
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.07882310990000001,0.0056111366
ACACT1rm,0.0026822495,
ACACT1x,0.00013131200000000002,
ACACt2m,,
ACACT4p,0.0122807186,
ACACT5p,0.0122807186,
ACACT6p,0.0122807186,
ACACT7p,0.0122807186,
ACACT8p,0.0122807186,
ACACT9p,0.0122807186,
ACACtx,,
ACALDtm,,
ACALDtr,,
