REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,40.4144405693,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,1.8458316297,9.61418709
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.23922311149999997,
2OXOADPTm,,
34DHOXPEGOX,0.36145302100000004,0.0016938680999999999
34DHOXPEGt,,
34DHPHAMT,0.0026318588,
34DHPHEt,,
34DHPLACOX,0.013794783500000001,
34DHPLACOX_NADP_,0.0144043876,0.012392694099999999
34DHXMANDACOX,0.006999384,
34DHXMANDACOX_NADP_,0.014012910900000002,0.011997688999999999
34HPLFM,,
34HPPOR,8.5389e-06,
35CGMPtn,,
3AIBTm,0.4132366232,0.0029483953000000005
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0002859596,
3HAO,0.0029786856,
3HBCDm,0.0621975018,0.0528592446
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,1.76e-08,
3HPCOAHYD,0.0027170084,
3HPPD,,
3HXKYNDCL,3.5413e-06,
3HXKYNOXDA,0.045205846699999996,
3M4HDXPAC,0.013794783500000001,0.0171337242
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.013794783500000001,
3MOX4HOXPGALDOX_NADP_,0.0201976452,0.017149088700000002
3MOXTYROX,0.045205846699999996,
3NTD7l,0.0155225281,
3SALAASPm,,
3SALACBOXL,0.007276559100000001,
3SALAOX,,
3SALATAi,11.2164716552,
3SALATAim,9.0307374514,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.045205846699999996,
41R2A1H12BOOX,0.045205846699999996,
42A12BOOX,0.0405025815,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0023325854,
4HOXPACDOX_NADP_,0.0201976452,0.017520811100000002
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.2833365134,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,1.7616e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,2.564e-07,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,1.142e-07,
5HOXINDACTOXm,0.005771318399999999,
5HOXINOXDA,0.3061455484,
5HTRPDOX,2.37481e-05,
5HTRPVESSEC,,
5HXKYNDCL,2.5809999999999996e-07,
5HXKYNOXDA,0.045205846699999996,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0264238037,
A_MANASEly,0.1646981035,
A4GALTc,0.0006320369,
A4GALTg,0.0019031129,
A4GNT1g,1.9604e-06,
A4GNT2g,,
AACTOOR,0.0020720294,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0122623067,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0029483953000000005,0.4132366232
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.0206377672,0.0014691292
ACACT1rm,0.0006801796,
ACACT1x,0.0001107123,
ACACt2m,,
ACACT4p,0.0398593075,
ACACT5p,0.0398593075,
ACACT6p,0.0398593075,
ACACT7p,0.0398593075,
ACACT8p,0.0398593075,
ACACT9p,0.0398593075,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
