REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,3.6924510702999997,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,3.555608183,18.5197185596
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.20302785489999997,
2OXOADPTm,,
34DHOXPEGOX,1.0776380085,0.0050501075
34DHOXPEGt,,
34DHPHAMT,0.0079681855,
34DHPHEt,,
34DHPLACOX,0.019256408899999997,
34DHPLACOX_NADP_,0.02524026,0.0217152461
34DHXMANDACOX,0.019047979,
34DHXMANDACOX_NADP_,0.015863696599999998,0.0135823099
34HPLFM,,
34HPPOR,2.8753e-06,
35CGMPtn,,
3AIBTm,0.1507614356,0.0010756653
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,6.405029999999999e-05,
3HAO,0.1105284297,
3HBCDm,0.0043777694,0.0037204964000000004
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,0.0001235626,
3HPCOAHYD,0.0015192006,
3HPPD,,
3HXKYNDCL,0.0249145138,
3HXKYNOXDA,0.07887433690000001,
3M4HDXPAC,0.019256408899999997,0.023917301800000002
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.019256408899999997,
3MOX4HOXPGALDOX_NADP_,0.0281942893,0.023938749500000002
3MOXTYROX,0.07887433690000001,
3NTD7l,0.1683547448,
3SALAASPm,,
3SALACBOXL,0.0006187366,
3SALAOX,,
3SALATAi,13.3905751142,
3SALATAim,8.990057388099999,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.07887433690000001,
41R2A1H12BOOX,0.07887433690000001,
42A12BOOX,0.0654770029,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.012828197,
4HOXPACDOX_NADP_,0.0281942893,0.024457644
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.0923154714,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,1.7963999999999999e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,0.0018041079,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,1.051e-07,
5HOXINDACTOXm,0.27259221570000003,
5HOXINOXDA,0.5341571696,
5HTRPDOX,0.0001214242,
5HTRPVESSEC,,
5HXKYNDCL,0.0018161178,
5HXKYNOXDA,0.07887433690000001,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0067804203,
A_MANASEly,0.1475374482,
A4GALTc,5.28161e-05,
A4GALTg,0.0001590334,
A4GNT1g,2.1582e-06,
A4GNT2g,,
AACTOOR,0.0003441743,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0313576113,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0010756653,0.1507614356
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.1378953495,0.0098162791
ACACT1rm,0.0016843669,
ACACT1x,0.0005015726,
ACACt2m,,
ACACT4p,0.012556485400000001,
ACACT5p,0.012556485400000001,
ACACT6p,0.012556485400000001,
ACACT7p,0.012556485400000001,
ACACT8p,0.012556485400000001,
ACACT9p,0.012556485400000001,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
