REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,2.7732275229,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,8.027479672,41.8118804481
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.5496392672,
2OXOADPTm,,
34DHOXPEGOX,1.3963592752,0.0065437229
34DHOXPEGt,,
34DHPHAMT,0.0006544247,
34DHPHEt,,
34DHPLACOX,0.025959427200000003,
34DHPLACOX_NADP_,0.030081080099999997,0.0258800051
34DHXMANDACOX,0.0259321835,
34DHXMANDACOX_NADP_,0.0300664024,0.0257424991
34HPLFM,,
34HPPOR,4.3157e-06,
35CGMPtn,,
3AIBTm,0.1105212545,0.0007885563
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0014153704000000001,
3HAO,0.007087202,
3HBCDm,0.0017784004999999998,0.0015113935999999998
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,1.965e-07,
3HPCOAHYD,0.005401346800000001,
3HPPD,,
3HXKYNDCL,3.96311e-05,
3HXKYNOXDA,0.0274680277,
3M4HDXPAC,0.025959427200000003,0.0322427436
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.025959427200000003,
3MOX4HOXPGALDOX_NADP_,0.0380085198,0.032271657
3MOXTYROX,0.0274680277,
3NTD7l,0.11624001960000001,
3SALAASPm,,
3SALACBOXL,9.94653e-05,
3SALAOX,,
3SALATAi,24.480102026999997,
3SALATAim,5.8215485221000005,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0274680277,
41R2A1H12BOOX,0.0274680277,
42A12BOOX,0.0229179448,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0011315761,
4HOXPACDOX_NADP_,0.0380085198,0.032971174900000004
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.0163523074,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,2.8698e-06,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,1.165e-06,
5HOXINDACTOXm,0.15680407470000002,
5HOXINOXDA,0.1860205043,
5HTRPDOX,0.0356298827,
5HTRPVESSEC,,
5HXKYNDCL,2.8889e-06,
5HXKYNOXDA,0.0274680277,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0014881303,
A_MANASEly,0.3989913245,
A4GALTc,0.00035155610000000003,
A4GALTg,0.0010585633,
A4GNT1g,4.615e-07,
A4GNT2g,,
AACTOOR,0.0002568943,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,4.7321099999999997e-05,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0007885563,0.1105212545
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.2132081123,0.0151775266
ACACT1rm,0.0055961219,
ACACT1x,0.00016372389999999999,
ACACt2m,,
ACACT4p,0.0060508981,
ACACT5p,0.0060508981,
ACACT6p,0.0060508981,
ACACT7p,0.0060508981,
ACACT8p,0.0060508981,
ACACT9p,0.0060508981,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
