REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,2.4626889903999998,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,6.331027176699999,32.9757485835
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.34718425420000004,
2OXOADPTm,,
34DHOXPEGOX,2.5073727843999998,0.0117502372
34DHOXPEGt,,
34DHPHAMT,0.0007023306,
34DHPHEt,,
34DHPLACOX,0.0301250339,
34DHPLACOX_NADP_,0.030954077599999998,0.0266310812
34DHXMANDACOX,0.0187331718,
34DHXMANDACOX_NADP_,0.022713902200000004,0.0194473751
34HPLFM,,
34HPPOR,3.8873e-06,
35CGMPtn,,
3AIBTm,0.0114442281,8.16532e-05
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.000683868,
3HAO,0.0043607329,
3HBCDm,0.007095942900000001,0.0060305666
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,1.05e-08,
3HPCOAHYD,0.005386894000000001,
3HPPD,,
3HXKYNDCL,2.1256e-06,
3HXKYNOXDA,0.011778643500000002,
3M4HDXPAC,0.0301250339,0.0374166092
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.0301250339,
3MOX4HOXPGALDOX_NADP_,0.0441075967,0.037450162200000005
3MOXTYROX,0.011778643500000002,
3NTD7l,0.17762613440000002,
3SALAASPm,,
3SALACBOXL,0.0012366378,
3SALAOX,,
3SALATAi,15.0966445552,
3SALATAim,2.8614700957999997,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.011778643500000002,
41R2A1H12BOOX,0.011778643500000002,
42A12BOOX,0.0099264427,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.001936605,
4HOXPACDOX_NADP_,0.0441075967,0.0382619291
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.027795077999999997,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,1.7554e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,1.539e-07,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,5.549e-07,
5HOXINDACTOXm,0.1904937423,
5HOXINOXDA,0.07976798410000001,
5HTRPDOX,0.0203366516,
5HTRPVESSEC,,
5HXKYNDCL,1.549e-07,
5HXKYNOXDA,0.011778643500000002,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0042380449,
A_MANASEly,0.46883727700000005,
A4GALTc,0.0005613304,
A4GALTg,0.00169021,
A4GNT1g,2.1582e-06,
A4GNT2g,,
AACTOOR,0.0002245565,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0001156087,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,8.16532e-05,0.0114442281
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.0450820287,0.0032092291999999997
ACACT1rm,0.0013821881,
ACACT1x,0.00024269810000000002,
ACACt2m,,
ACACT4p,0.0057685877,
ACACT5p,0.0057685877,
ACACT6p,0.0057685877,
ACACT7p,0.0057685877,
ACACT8p,0.0057685877,
ACACT9p,0.0057685877,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
