REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,9.0427841687,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,7.4392459383,38.7480098987
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,1.0105981819,
2OXOADPTm,,
34DHOXPEGOX,2.3087125855,0.0108192609
34DHOXPEGt,,
34DHPHAMT,0.0011147056,
34DHPHEt,,
34DHPLACOX,0.0207162455,
34DHPLACOX_NADP_,0.0081158438,0.006982398199999999
34DHXMANDACOX,0.0207140032,
34DHXMANDACOX_NADP_,0.0076418651,0.0065428748
34HPLFM,,
34HPPOR,6.122999999999999e-07,
35CGMPtn,,
3AIBTm,0.41772233189999997,0.0029804003000000003
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0004018267,
3HAO,0.0031553782,
3HBCDm,0.0036460622,0.0030986469
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,0.0001554598,
3HPCOAHYD,0.0169700531,
3HPPD,,
3HXKYNDCL,0.03134608,
3HXKYNOXDA,0.1568941682,
3M4HDXPAC,0.0207162455,0.0257304827
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.0207162455,
3MOX4HOXPGALDOX_NADP_,0.0303317104,0.025753556299999997
3MOXTYROX,0.1568941682,
3NTD7l,0.07116490889999999,
3SALAASPm,,
3SALACBOXL,0.0001321572,
3SALAOX,,
3SALATAi,41.0526663713,
3SALATAim,13.6310340315,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.1568941682,
41R2A1H12BOOX,0.1568941682,
42A12BOOX,0.13037654640000002,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0016728027,
4HOXPACDOX_NADP_,0.0303317104,0.026311788399999998
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.0517633736,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,1.9233000000000003e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,0.00226983,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,3.997e-07,
5HOXINDACTOXm,0.1916401965,
5HOXINOXDA,1.062527409,
5HTRPDOX,0.0006198253,
5HTRPVESSEC,,
5HXKYNDCL,0.0022849401999999997,
5HXKYNOXDA,0.1568941682,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0016038926999999998,
A_MANASEly,0.2848084422,
A4GALTc,3.0785300000000005e-05,
A4GALTg,9.26969e-05,
A4GNT1g,4.6e-09,
A4GNT2g,,
AACTOOR,0.0008439878,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0161018965,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0029804003000000003,0.41772233189999997
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.1906600452,0.01357241
ACACT1rm,0.0039680031,
ACACT1x,0.0007135478,
ACACt2m,,
ACACT4p,0.0059553787,
ACACT5p,0.0059553787,
ACACT6p,0.0059553787,
ACACT7p,0.0059553787,
ACACT8p,0.0059553787,
ACACT9p,0.0059553787,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
