REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,5.507452197,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,12.9208402224,67.2994076271
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,1.2585593839,
2OXOADPTm,,
34DHOXPEGOX,0.6977806179,0.0032699915
34DHOXPEGt,,
34DHPHAMT,0.0013312778,
34DHPHEt,,
34DHPLACOX,0.0379163224,
34DHPLACOX_NADP_,0.053293299100000004,0.0458504432
34DHXMANDACOX,0.036689910299999996,
34DHXMANDACOX_NADP_,0.053077699000000006,0.045444499699999995
34HPLFM,,
34HPPOR,5.0165e-06,
35CGMPtn,,
3AIBTm,0.0060039913,4.28378e-05
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0004538032,
3HAO,0.0006880876,
3HBCDm,0.0094436051,0.0080257537
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,1.134e-07,
3HPCOAHYD,0.006185885699999999,
3HPPD,,
3HXKYNDCL,2.2855700000000002e-05,
3HXKYNOXDA,0.1148594248,
3M4HDXPAC,0.0379163224,0.047093730199999996
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.0379163224,
3MOX4HOXPGALDOX_NADP_,0.0555152192,0.047135961100000005
3MOXTYROX,0.1148594248,
3NTD7l,0.18427433829999998,
3SALAASPm,,
3SALACBOXL,0.0006593160000000001,
3SALAOX,,
3SALATAi,36.9606016435,
3SALATAim,9.850711756599999,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.1148594248,
41R2A1H12BOOX,0.1148594248,
42A12BOOX,0.0953599117,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0009556179,
4HOXPACDOX_NADP_,0.0555152192,0.048157676600000004
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.2156074625,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,1.655e-06,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,2.012e-07,
5HOXINDACTOXm,0.0901042439,
5HOXINOXDA,0.7778573826999999,
5HTRPDOX,0.0001274742,
5HTRPVESSEC,,
5HXKYNDCL,1.666e-06,
5HXKYNOXDA,0.1148594248,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0049538342999999995,
A_MANASEly,0.1164269539,
A4GALTc,3.50952e-05,
A4GALTg,0.00010567450000000001,
A4GNT1g,1.57e-08,
A4GNT2g,,
AACTOOR,0.0004945129,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0011977373,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,4.28378e-05,0.0060039913
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.5985646171,0.0426096846
ACACT1rm,0.020720788,
ACACT1x,0.00035586449999999996,
ACACt2m,,
ACACT4p,0.0052661552,
ACACT5p,0.0052661552,
ACACT6p,0.0052661552,
ACACT7p,0.0052661552,
ACACT8p,0.0052661552,
ACACT9p,0.0052661552,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
