REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,23.584095292399997,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,5.9589527705,31.037764157199998
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.6857234637999999,
2OXOADPTm,,
34DHOXPEGOX,1.2733794645999998,0.005967405699999999
34DHOXPEGt,,
34DHPHAMT,0.0010108073,
34DHPHEt,,
34DHPLACOX,0.12051632720000001,
34DHPLACOX_NADP_,0.1625050783,0.1398098821
34DHXMANDACOX,0.12045324339999999,
34DHXMANDACOX_NADP_,0.1623499587,0.13900211939999998
34HPLFM,,
34HPPOR,2.4948899999999998e-05,
35CGMPtn,,
3AIBTm,0.0660001609,0.0004709035
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0006120114,
3HAO,0.0135024429,
3HBCDm,0.0066234825,0.0056290409
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,2.30997e-05,
3HPCOAHYD,0.0071048989,
3HPPD,,
3HXKYNDCL,0.0046577107000000005,
3HXKYNOXDA,0.0686618995,
3M4HDXPAC,0.12051632720000001,0.1496865479
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.12051632720000001,
3MOX4HOXPGALDOX_NADP_,0.17645409420000002,0.14982077789999998
3MOXTYROX,0.0686618995,
3NTD7l,0.1157107952,
3SALAASPm,,
3SALACBOXL,0.0001135904,
3SALAOX,,
3SALATAi,56.209205159899994,
3SALATAim,14.1750685631,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0686618995,
41R2A1H12BOOX,0.0686618995,
42A12BOOX,0.0585816699,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0026683690000000003,
4HOXPACDOX_NADP_,0.17645409420000002,0.1530682816
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.039786525499999996,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,0.00033727379999999997,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,1.49332e-05,
5HOXINDACTOXm,0.33137872170000005,
5HOXINOXDA,0.46499593340000006,
5HTRPDOX,6.128e-06,
5HTRPVESSEC,,
5HXKYNDCL,0.00033951900000000004,
5HXKYNOXDA,0.0686618995,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0043025857,
A_MANASEly,0.2324334805,
A4GALTc,0.001201996,
A4GALTg,0.0036193046999999996,
A4GNT1g,9.183e-07,
A4GNT2g,,
AACTOOR,0.0021967847,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0055693307,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0004709035,0.0660001609
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.3141419391,0.0223626465
ACACT1rm,0.0085343298,
ACACT1x,7.04504e-05,
ACACt2m,,
ACACT4p,0.0104953598,
ACACT5p,0.0104953598,
ACACT6p,0.0104953598,
ACACT7p,0.0104953598,
ACACT8p,0.0104953598,
ACACT9p,0.0104953598,
ACACtx,,
ACALDtm,,
ACALDtr,,
