REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,1.2471040153,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,3.7335756063,19.4466785679
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.5270621802000001,
2OXOADPTm,,
34DHOXPEGOX,2.8485085968,0.013348893200000001
34DHOXPEGt,,
34DHPHAMT,0.0015782266,
34DHPHEt,,
34DHPLACOX,0.010566069499999999,
34DHPLACOX_NADP_,0.0142382507,0.0122497597
34DHXMANDACOX,0.0035081426,
34DHXMANDACOX_NADP_,0.013807389,0.0118217236
34HPLFM,,
34HPPOR,1.444e-07,
35CGMPtn,,
3AIBTm,0.028636522200000004,0.0002043183
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0005743944,
3HAO,0.0040584999,
3HBCDm,0.006193915,0.0052639681
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,3.3e-09,
3HPCOAHYD,0.0128280632,
3HPPD,,
3HXKYNDCL,6.594e-07,
3HXKYNOXDA,0.007423098,
3M4HDXPAC,0.010566069499999999,0.0131235203
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.010566069499999999,
3MOX4HOXPGALDOX_NADP_,0.0154703206,0.0131352887
3MOXTYROX,0.007423098,
3NTD7l,0.0750210996,
3SALAASPm,,
3SALACBOXL,0.0002898658,
3SALAOX,,
3SALATAi,14.4675867443,
3SALATAim,6.999621287999999,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.007423098,
41R2A1H12BOOX,0.007423098,
42A12BOOX,0.0062321217,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.021101319,
4HOXPACDOX_NADP_,0.0154703206,0.0134200082
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.018067221499999998,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,4.77e-08,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,6.09e-08,
5HOXINDACTOXm,0.0901908289,
5HOXINOXDA,0.0502711172,
5HTRPDOX,0.017665034099999997,
5HTRPVESSEC,,
5HXKYNDCL,4.8099999999999994e-08,
5HXKYNOXDA,0.007423098,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0016779237,
A_MANASEly,0.1681286428,
A4GALTc,0.0007520922000000001,
A4GALTg,0.0022646088000000003,
A4GNT1g,2.1582e-06,
A4GNT2g,,
AACTOOR,0.0001067524,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0030419464,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0002043183,0.028636522200000004
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.1386645402,0.0098710351
ACACT1rm,0.0036819271000000002,
ACACT1x,8.81351e-05,
ACACt2m,,
ACACT4p,0.004620585,
ACACT5p,0.004620585,
ACACT6p,0.004620585,
ACACT7p,0.004620585,
ACACT8p,0.004620585,
ACACT9p,0.004620585,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
ACCOACm,4.147e-06,
ACCOAgt,,
