REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,10.2374290824,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,14.1827066744,73.8719573422
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.7146118128,
2OXOADPTm,,
34DHOXPEGOX,1.2446544855,0.0058327926
34DHOXPEGt,,
34DHPHAMT,0.0008444282000000001,
34DHPHEt,,
34DHPLACOX,0.0759611362,
34DHPLACOX_NADP_,0.0757518702,0.0651724866
34DHXMANDACOX,0.0758943524,
34DHXMANDACOX_NADP_,0.0571780096,0.04895513730000001
34HPLFM,,
34HPPOR,1.7239e-06,
35CGMPtn,,
3AIBTm,0.0096791998,6.906e-05
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0011395688000000001,
3HAO,0.0045702072,
3HBCDm,0.0013211672000000001,0.0011228088000000002
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,4.75325e-05,
3HPCOAHYD,0.012100853100000001,
3HPPD,,
3HXKYNDCL,0.0095841966,
3HXKYNOXDA,0.0484372667,
3M4HDXPAC,0.0759611362,0.0943470524
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.0759611362,
3MOX4HOXPGALDOX_NADP_,0.1112185692,0.0944316573
3MOXTYROX,0.0484372667,
3NTD7l,0.1650315782,
3SALAASPm,,
3SALACBOXL,1.7226500000000002e-05,
3SALAOX,,
3SALATAi,17.6625637957,
3SALATAim,5.833391306499999,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0484372667,
41R2A1H12BOOX,0.0484372667,
42A12BOOX,0.0408290241,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.000349796,
4HOXPACDOX_NADP_,0.1112185692,0.0964785507
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.0145406625,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,0.0006940100999999999,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,3.449e-07,
5HOXINDACTOXm,0.0885626903,
5HOXINOXDA,0.3280295502,
5HTRPDOX,0.0070982949,
5HTRPVESSEC,,
5HXKYNDCL,0.0006986300999999999,
5HXKYNOXDA,0.0484372667,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0021062287,
A_MANASEly,0.22046482239999998,
A4GALTc,5.35409e-05,
A4GALTg,0.000161216,
A4GNT1g,1.1189999999999999e-07,
A4GNT2g,,
AACTOOR,0.0009563299000000001,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.00081051,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,6.906e-05,0.0096791998
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.1258050355,0.0089556127
ACACT1rm,0.0021209668,
ACACT1x,0.0001627524,
ACACt2m,,
ACACT4p,0.0032787588,
ACACT5p,0.0032787588,
ACACT6p,0.0032787588,
ACACT7p,0.0032787588,
ACACT8p,0.0032787588,
ACACT9p,0.0032787588,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
