REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,0.4759490154,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,3.3910091947000005,17.6623892976
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,1.3672733477,
2OXOADPTm,,
34DHOXPEGOX,5.2352069425,0.0245336168
34DHOXPEGt,,
34DHPHAMT,0.0005384291,
34DHPHEt,,
34DHPLACOX,0.2484237298,
34DHPLACOX_NADP_,0.3592983785,0.3091193485
34DHXMANDACOX,0.24440406480000001,
34DHXMANDACOX_NADP_,0.0222400819,0.0190416957
34HPLFM,,
34HPPOR,1.0286e-06,
35CGMPtn,,
3AIBTm,0.0320531626,0.00022869560000000002
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.00048055699999999995,
3HAO,0.0042442918,
3HBCDm,0.0093798576,0.0079715772
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,3.77e-08,
3HPCOAHYD,0.0179908405,
3HPPD,,
3HXKYNDCL,7.6071e-06,
3HXKYNOXDA,0.0220705631,
3M4HDXPAC,0.2484237298,0.3085531345
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.2484237298,
3MOX4HOXPGALDOX_NADP_,0.36372983840000006,0.30882982670000003
3MOXTYROX,0.0220705631,
3NTD7l,0.0661570753,
3SALAASPm,,
3SALACBOXL,0.0010218056,
3SALAOX,,
3SALATAi,41.567173131,
3SALATAim,9.364705772699999,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.0220705631,
41R2A1H12BOOX,0.0220705631,
42A12BOOX,0.018278437800000002,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0038186205999999998,
4HOXPACDOX_NADP_,0.36372983840000006,0.3155239984
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.0266887056,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,5.508e-07,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,6.455e-07,
5HOXINDACTOXm,0.056706348899999995,
5HOXINOXDA,0.1494674943,
5HTRPDOX,0.0129463452,
5HTRPVESSEC,,
5HXKYNDCL,5.545e-07,
5HXKYNOXDA,0.0220705631,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0030994903999999996,
A_MANASEly,0.22162965559999998,
A4GALTc,0.0011941572,
A4GALTg,0.0035957017,
A4GNT1g,5.6399999999999995e-08,
A4GNT2g,,
AACTOOR,3.74306e-05,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0042849693,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.00022869560000000002,0.0320531626
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.1883706444,0.013409435700000001
ACACT1rm,0.0064982852,
ACACT1x,0.0011703946000000002,
ACACt2m,,
ACACT4p,0.0042547732,
ACACT5p,0.0042547732,
ACACT6p,0.0042547732,
ACACT7p,0.0042547732,
ACACT8p,0.0042547732,
ACACT9p,0.0042547732,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
