REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,17.2170131539,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,14.8990041981,77.6028601475
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.6583085769,
2OXOADPTm,,
34DHOXPEGOX,2.4008838325,0.0112512007
34DHOXPEGt,,
34DHPHAMT,0.0007466125,
34DHPHEt,,
34DHPLACOX,0.0255407287,
34DHPLACOX_NADP_,0.0359434889,0.0309236794
34DHXMANDACOX,0.0254719465,
34DHXMANDACOX_NADP_,0.0356195287,0.0304970202
34HPLFM,,
34HPPOR,5.2922e-06,
35CGMPtn,,
3AIBTm,0.045824373700000004,0.0003269516
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.0015349297,
3HAO,0.061538593499999995,
3HBCDm,0.0224040976,0.0190403737
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,0.0001071519,
3HPCOAHYD,0.0183617955,
3HPPD,,
3HXKYNDCL,0.0216055317,
3HXKYNOXDA,0.1379169097,
3M4HDXPAC,0.0255407287,0.0317227018
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.0255407287,
3MOX4HOXPGALDOX_NADP_,0.0373954821,0.0317511489
3MOXTYROX,0.1379169097,
3NTD7l,0.1175049533,
3SALAASPm,,
3SALACBOXL,0.0013294845,
3SALAOX,,
3SALATAi,53.328447180699996,
3SALATAim,4.5966784237,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.1379169097,
41R2A1H12BOOX,0.1379169097,
42A12BOOX,0.1153267469,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0021778936,
4HOXPACDOX_NADP_,0.0373954821,0.0324393843
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.0373273782,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,1.7569e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,0.0015644982000000002,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,0.0001354463,
5HOXINDACTOXm,0.08759871289999999,
5HOXINOXDA,0.9340085636,
5HTRPDOX,0.0204872002,
5HTRPVESSEC,,
5HXKYNDCL,0.0015749129999999998,
5HXKYNOXDA,0.1379169097,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.009132706800000001,
A_MANASEly,0.1265282882,
A4GALTc,0.0011487635,
A4GALTg,0.0034590176,
A4GNT1g,9.34e-08,
A4GNT2g,,
AACTOOR,0.0015954237,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.0041302308,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0003269516,0.045824373700000004
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.7854393499,0.0559126317
ACACT1rm,0.0122528399,
ACACT1x,0.0001658947,
ACACt2m,,
ACACT4p,0.0069384589000000005,
ACACT5p,0.0069384589000000005,
ACACT6p,0.0069384589000000005,
ACACT7p,0.0069384589000000005,
ACACT8p,0.0069384589000000005,
ACACT9p,0.0069384589000000005,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
