REACTION,FORWARD [mmol/gDW/hr],REVERSE [mmol/gDW/hr]
10FTHF5GLUtl,,
10FTHF5GLUtm,,
10FTHF6GLUtl,,
10FTHF6GLUtm,,
10FTHF7GLUtl,,
10FTHF7GLUtm,,
10FTHFtl,,
10FTHFtm,,
11DOCRTSLtm,,
11DOCRTSLtr,,
11DOCRTSTRNtm,,
11DOCRTSTRNtr,,
13DAMPPOX,1.7560615849,
1a_24_25VITD2Hm,,
1a_24_25VITD3Hm,,
1a_25VITD2Hm,,
1a_25VITD3Hm,,
1MNCAMti,,
1PPDCRp,,
24_25DHVITD2t,,
24_25DHVITD2tm,,
24_25DHVITD3t,,
24_25DHVITD3tm,,
24_25VITD2Hm,,
24_25VITD3Hm,,
24NPHte,,
25HVITD2t,,
25HVITD2tin,,
25HVITD2tin_m,,
25HVITD2tm,,
25HVITD3t,,
25HVITD3tin_m,,
25HVITD3tm,,
25VITD2Hm,,
25VITD3Hm,,
2AMACHYD,,
2AMACSULT,,
2AMADPTm,,
2DR1PP,,
2HBO,3.4346826203,17.8898664296
2HBt2,,
2HCO3_NAt,,
2MCITt,,
2OXOADOXm,0.6084478436999999,
2OXOADPTm,,
34DHOXPEGOX,1.1236079466,0.0052655353000000005
34DHOXPEGt,,
34DHPHAMT,0.0008670597,
34DHPHEt,,
34DHPLACOX,0.0724885237,
34DHPLACOX_NADP_,0.049919933799999996,0.0429481966
34DHXMANDACOX,0.0724407331,
34DHXMANDACOX_NADP_,0.0498455379,0.042677161500000005
34HPLFM,,
34HPPOR,1.4811e-06,
35CGMPtn,,
3AIBTm,0.9721002577,0.0069358223
3AIBtmi,,
3DPHBH1,,
3DPHBH2,,
3DSPHR,0.000831149,
3HAO,0.0060133836999999996,
3HBCDm,0.0212127975,0.018027933899999998
3HBCOAHLm,,
3HKYNAKGAT,0.0001143876,
3HLYTCL,3.1e-09,
3HPCOAHYD,0.023140601400000002,
3HPPD,,
3HXKYNDCL,6.314e-07,
3HXKYNOXDA,0.1334650277,
3M4HDXPAC,0.0724885237,0.0900339159
3MLDAt,,
3MOBt2im,,
3MOPt2im,,
3MOX4HOXPGALDOX,0.0724885237,
3MOX4HOXPGALDOX_NADP_,0.1061341403,0.090114653
3MOXTYROX,0.1334650277,
3NTD7l,0.1118040317,
3SALAASPm,,
3SALACBOXL,0.0006728928,
3SALAOX,,
3SALATAi,12.7084660423,
3SALATAim,4.527464543,
3SPYRSP,,
3SPYRSPm,,
41R1H2MAE12BOOX,0.1334650277,
41R2A1H12BOOX,0.1334650277,
42A12BOOX,0.11044613019999999,
4ABUTtm,,
4HBZCOAFm,,
4HBZFm,,
4HDEBRISOQUINEte,,
4HGLSDm,0.0005065993,
4HOXPACDOX_NADP_,0.1061341403,0.09206797130000001
4MOPt2im,,
4MPTNLte,,
4MPTNLtm,,
4MPTNLtr,,
4MTOLBUTAMIDEte,,
4NPHSFte,,
4NPHSULT,0.0541089582,
4NPHte,,
4PYRDX,,
5ADTSTSTERONEGLCte,,
5ADTSTSTERONEGLCtr,,
5ADTSTSTERONESte,,
5ADTSTSTERONESULT,2.8796e-06,
5ADTSTSTERONEte,,
5ADTSTSTERONEtr,,
5AOPtm,,
5DHFtl,,
5FTHFt2,,
5HLTDL,4.5700000000000006e-08,
5HOMEPRAZOLEte,,
5HOXINDACTO2OX,4.28e-08,
5HOXINDACTOXm,0.042163658,
5HOXINOXDA,0.9038592808,
5HTRPDOX,5.7546899999999996e-05,
5HTRPVESSEC,,
5HXKYNDCL,4.5999999999999995e-08,
5HXKYNOXDA,0.1334650277,
5MTHFt,,
5MTHFt2,,
5THFtl,,
5THFtm,,
6DHFtl,,
6DHFtm,,
6HTSTSTERONEte,,
6HTSTSTERONEtr,,
6THFtl,,
6THFtm,,
7DHCHSTEROLtr,,
7DHFtl,,
7DHFtm,,
7THFtl,,
7THFtm,,
A_MANASE,0.0086587438,
A_MANASEly,0.1455134336,
A4GALTc,0.0001718192,
A4GALTg,0.0005173612,
A4GNT1g,9.269999999999999e-08,
A4GNT2g,,
AACTOOR,0.0001602996,
AACTtm,,
AASAD3m,,
AATAi,0.0,0.0
ABO1g,0.012399454099999999,
ABO2g,,
ABO3g,,
ABO4g,,
ABO5g,,
ABO6g,,
ABO7g,,
ABO8g,,
ABO9g,,
ABTArm,0.0069358223,0.9721002577
ABTD,,
ABTti,,
ABUTt2rL,,
ABUTt4_2_r,,
ACACT10m,0.20134143510000002,0.0143327801
ACACT1rm,0.0037655801,
ACACT1x,7.52872e-05,
ACACt2m,,
ACACT4p,0.0112073728,
ACACT5p,0.0112073728,
ACACT6p,0.0112073728,
ACACT7p,0.0112073728,
ACACT8p,0.0112073728,
ACACT9p,0.0112073728,
ACACtx,,
ACALDtm,,
ACALDtr,,
ACALDtx,,
